pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,disc_year,discoverymethod,default_flag
BD+55 362 b,BD+55 362,2.3,265.59,0.78,797.0,5012.0,0.951815,0.909,0.18,2021,Radial Velocity,1
BD+60 1417 b,BD+60 1417,14.68376472,10.3392924,1662.0,1303.0,4993.0,0.797,1.0,-0.0039,2021,Imaging,1
BD+63 1405 b,BD+63 1405,2.3,1198.48,2.06,797.0,5000.0,0.951815,0.816,-0.09,2021,Radial Velocity,1
BD+63 1405 b,BD+63 1405,2.3,1230.0,2.115,797.0,5000.0,0.951815,0.816,-0.09,2021,Radial Velocity,0
BD-06 1339 b,BD-06 1339,2.3,3.8728,0.0428,797.0,4324.0,0.951815,0.7,-0.14,2013,Radial Velocity,1
BD-06 1339 b,BD-06 1339,2.3,3.873,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2013,Radial Velocity,0
BD-06 1339 c,BD-06 1339,2.3,125.94,0.435,797.0,4324.0,0.951815,0.7,-0.14,2013,Radial Velocity,1
BD-08 2823 b,BD-08 2823,2.3,5.6,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2009,Radial Velocity,0
BD-08 2823 b,BD-08 2823,2.3,5.6,0.056,797.0,4746.0,0.951815,0.74,-0.07,2009,Radial Velocity,0
BD-08 2823 b,BD-08 2823,2.3,5.6,0.06,797.0,4816.0,0.71,0.5,-0.06,2009,Radial Velocity,1
BD-08 2823 c,BD-08 2823,2.3,237.6,0.68,797.0,4746.0,0.951815,0.74,-0.07,2009,Radial Velocity,1
BD-10 3166 b,BD-10 3166,2.3,3.48777,0.0452,797.0,5393.0,0.951815,1.01,0.382,2000,Radial Velocity,0
BD-10 3166 b,BD-10 3166,2.3,3.48777,0.04,797.0,5393.0,0.91,1.47,0.38,2000,Radial Velocity,1
BD-10 3166 b,BD-10 3166,2.3,3.487905,0.045,797.0,5382.64,0.969745,0.999531,0.37,2000,Radial Velocity,0
BD-10 3166 b,BD-10 3166,2.3,3.487,0.046,797.0,5400.0,0.951815,1.1,0.5,2000,Radial Velocity,0
BD-11 4672 b,BD-11 4672,2.3,1634.0,2.36,797.0,4550.0,0.639,0.651,-0.35,2014,Radial Velocity,1
BD-11 4672 b,BD-11 4672,2.3,1667.0,2.28,797.0,4475.0,0.52,0.571,-0.48,2014,Radial Velocity,0
BD-11 4672 c,BD-11 4672,2.3,74.2,0.3,797.0,4550.0,0.639,0.651,-0.35,2020,Radial Velocity,1
BD-13 2130 b,BD-13 2130,2.3,714.29999,1.66,797.0,4545.0,19.17,2.12,-0.08,2007,Radial Velocity,1
BD-13 2130 b,BD-13 2130,2.3,714.3,2.1,797.0,5613.0,0.951815,2.4,-0.0039,2007,Radial Velocity,0
BD-14 3065 b,BD-14 3065 A,21.59,4.2889731,0.0656,2001.0,6935.0,2.35,1.41,-0.34,2024,Transit,1
BD-14 3065 b,BD-14 3065 A,20.7112,4.2889696,0.10086,1404.0,6736.9,2.61,0.959,-0.0039,2024,Transit,0
BD-17 63 b,BD-17 63,2.3,655.57,0.10086,797.0,5613.0,0.951815,0.741,-0.0039,2008,Radial Velocity,1
BD-17 63 b,BD-17 63,2.3,649.0,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2008,Radial Velocity,0
BD-17 63 b,BD-17 63,2.3,655.59998,1.34,797.0,4665.0,0.74,0.31,0.01,2008,Radial Velocity,0
BD-17 63 b,BD-17 63,2.3,655.6,1.34,797.0,4714.0,0.69,0.74,-0.03,2008,Radial Velocity,0
BD-210397 b,BD-210397,2.3,1891.0,2.63,797.0,4051.0,0.747,0.679,0.12,2023,Radial Velocity,1
BD-210397 c,BD-210397,2.3,6360.0,5.9,797.0,4051.0,0.747,0.679,0.12,2023,Radial Velocity,0
BD-210397 c,BD-210397,2.3,6374.0,5.96,797.0,5613.0,0.951815,0.691,-0.0039,2023,Radial Velocity,0
BD-210397 c,BD-210397,2.3,6240.0,5.9,797.0,5613.0,0.951815,0.69,-0.0039,2023,Radial Velocity,1
BEBOP-3 b,BEBOP-3,2.3,547.0,1.444,797.0,6033.0,1.414,1.083,-0.02,2025,Radial Velocity,1
BEBOP-4 AB b,BEBOP-4 A,2.3,1823.5,3.634,797.0,5613.0,0.951815,1.507,-0.0039,2025,Radial Velocity,1
Barnard b,Barnard's star,2.3,3.1533,0.02294,400.0,3195.0,0.185,0.162,-0.56,2024,Radial Velocity,0
Barnard b,Barnard's star,2.3,3.1542,0.0229,438.0,3195.0,0.185,0.162,-0.56,2024,Radial Velocity,1
Barnard c,Barnard's star,2.3,4.1244,0.0274,400.0,3195.0,0.185,0.162,-0.56,2025,Radial Velocity,1
Barnard d,Barnard's star,2.3,2.3402,0.0188,483.0,3195.0,0.185,0.162,-0.56,2025,Radial Velocity,1
Barnard e,Barnard's star,2.3,6.7392,0.0381,340.0,3195.0,0.185,0.162,-0.56,2025,Radial Velocity,1
CD Cet b,CD Cet,2.3,2.2907,0.0185,464.0,3130.0,0.175,0.161,0.13,2020,Radial Velocity,1
CD-35 2722 b,CD-35 2722,17.37392009,10.3392924,67.0,797.0,3689.0,0.951815,0.959,-0.16,2011,Imaging,1
CD-35 2722 b,CD-35 2722,2.3,10.3392924,67.0,1800.0,3680.0,0.951815,0.4,0.04,2011,Imaging,0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,2.3,10037.5,2.6,370.0,580.5,0.951815,0.021,-0.0039,2011,Imaging,1
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,20.8487041,8040000.0,200.0,1800.0,2320.0,0.245,0.0147,-0.0039,2021,Imaging,1
CHXR 73 b,CHXR 73,2.3,10.3392924,210.0,797.0,5613.0,0.951815,0.35,-0.0039,2006,Imaging,1
CI Tau c,CI Tau,2.3,25.2,0.17,797.0,5613.0,0.951815,0.959,-0.0039,2024,Radial Velocity,1
COCONUTS-2 b,COCONUTS-2 A,12.44196858,10.3392924,0.10086,797.0,3406.0,0.388,0.37,0.0,2021,Imaging,1
COCONUTS-2 b,COCONUTS-2 A,12.44196858,402000000.0,7506.0,434.0,3406.0,0.388,0.37,0.0,2021,Imaging,0
CT Cha b,CT Cha,24.66,10.3392924,440.0,2600.0,5613.0,0.951815,0.959,-0.0039,2007,Imaging,1
CoRoT-1 b,CoRoT-1,16.7,1.5089557,0.10086,1898.0,5950.0,1.11,0.95,-0.3,2008,Transit,1
CoRoT-1 b,CoRoT-1,19.223435,1.5089682,0.02752,797.0,6298.0,1.23,1.22,0.06,2008,Transit,0
CoRoT-1 b,CoRoT-1,17.385159,1.5089686,0.02536,1915.0,5950.0,1.131,0.95,-0.3,2008,Transit,0
CoRoT-1 b,CoRoT-1,2.3,1.508968772,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2008,Transit,0
CoRoT-1 b,CoRoT-1,15.91678,1.508976552,0.0259,1834.0,5950.0,0.951815,0.959,-0.3,2008,Transit,0
CoRoT-1 b,CoRoT-1,20.5944,1.5089635,0.10086,2036.0,5950.0,1.29,0.959,-0.0039,2008,Transit,0
CoRoT-1 b,CoRoT-1,16.58932,1.5089557,0.0261,797.0,5950.0,1.14,1.03,-0.0039,2008,Transit,0
CoRoT-10 b,CoRoT-10,10.547669,13.2406,0.106,647.0,5075.0,0.743,0.904,0.26,2010,Transit,0
CoRoT-10 b,CoRoT-10,10.87273,13.2406,0.1055,797.0,5075.0,0.79,0.89,0.26,2010,Transit,0
CoRoT-10 b,CoRoT-10,7.38532555,13.23412611048,0.10086,510.96,5025.0,0.548929,0.959,-0.0039,2010,Transit,0
CoRoT-10 b,CoRoT-10,10.87,13.2406,0.1055,600.0,5075.0,0.79,0.89,0.26,2010,Transit,1
CoRoT-11 b,CoRoT-11,15.984034,2.99433,0.044,1735.0,6440.0,1.374,1.26,-0.03,2010,Transit,0
CoRoT-11 b,CoRoT-11,16.02887,2.994325,0.04407,797.0,6440.0,1.37,1.27,-0.03,2010,Transit,0
CoRoT-11 b,CoRoT-11,15.58051,2.994325,0.04351,1715.0,5613.0,1.33,1.23,-0.0039,2010,Transit,0
CoRoT-11 b,CoRoT-11,16.03,2.99433,0.0436,1657.0,6440.0,1.37,1.27,-0.03,2010,Transit,1
CoRoT-11 b,CoRoT-11,2.3,2.99427803,0.10086,797.0,6440.0,1.37,1.27,-0.03,2010,Transit,0
CoRoT-11 b,CoRoT-11,21.74555811,2.99328197444,0.10086,1681.79,6343.0,1.58601,0.959,-0.0039,2010,Transit,0
CoRoT-11 b,CoRoT-11,2.3,10.3392924,0.10086,797.0,6343.0,1.36,1.56,0.04,2010,Transit,0
CoRoT-12 b,CoRoT-12,2.3,2.828041,0.10086,797.0,5675.0,1.116,1.078,0.16,2010,Transit,0
CoRoT-12 b,CoRoT-12,17.76037065,2.82803914989,0.10086,1293.28,5675.0,1.03674,0.959,-0.0039,2010,Transit,0
CoRoT-12 b,CoRoT-12,15.13215,2.828042,0.0394,1410.0,5675.0,1.046,1.018,0.16,2010,Transit,0
CoRoT-12 b,CoRoT-12,16.14,2.828042,0.04016,1442.0,5675.0,1.116,1.078,0.16,2010,Transit,1
CoRoT-12 b,CoRoT-12,15.064896,2.82805268,0.0392,1417.0,5613.0,1.049,1.0,-0.0039,2010,Transit,0
CoRoT-12 b,CoRoT-12,16.14096,2.828042,0.04013,797.0,5675.0,1.116,1.078,0.16,2010,Transit,0
CoRoT-13 b,CoRoT-13,14.033668,4.03519,0.051,1432.0,5945.0,1.274,1.086,0.01,2010,Transit,0
CoRoT-13 b,CoRoT-13,9.919965,4.03519,0.05107,797.0,5945.0,1.01,1.09,0.01,2010,Transit,0
CoRoT-13 b,CoRoT-13,2.3,4.03515,0.10086,797.0,5945.0,1.01,1.09,0.01,2010,Transit,0
CoRoT-13 b,CoRoT-13,12.53306062,4.03504443843,0.10086,1233.17,5945.0,1.13707,0.959,-0.0039,2010,Transit,0
CoRoT-13 b,CoRoT-13,9.92,4.03519,0.051,1700.0,5945.0,1.01,1.09,0.01,2010,Transit,1
CoRoT-14 b,CoRoT-14,12.21781,1.51214,0.02691,797.0,6040.0,1.21,1.13,0.05,2010,Transit,0
CoRoT-14 b,CoRoT-14,11.410762,1.51214,0.02687,1936.0,6035.0,1.19,1.125,0.05,2010,Transit,0
CoRoT-14 b,CoRoT-14,12.22,1.51214,0.027,1952.0,6035.0,1.21,1.13,0.05,2010,Transit,1
CoRoT-16 b,CoRoT-16,13.11453,5.35227,0.0618,797.0,5650.0,1.19,1.098,0.19,2011,Transit,0
CoRoT-16 b,CoRoT-16,13.11,5.35227,0.0618,797.0,5650.0,1.19,1.098,0.19,2011,Transit,1
CoRoT-17 b,CoRoT-17,11.43318,3.7681,0.0481,797.0,5740.0,1.59,1.04,0.0,2011,Transit,0
CoRoT-17 b,CoRoT-17,11.287463,3.7681,0.0481,1610.0,5740.0,1.62,1.043,0.0,2011,Transit,0
CoRoT-17 b,CoRoT-17,11.43,3.7681,0.0461,1626.0,5740.0,1.59,1.04,0.0,2011,Transit,1
CoRoT-18 b,CoRoT-18,14.68379,1.9000693,0.0295,797.0,5440.0,1.0,0.95,-0.1,2011,Transit,0
CoRoT-18 b,CoRoT-18,2.3,1.9000769,0.10086,797.0,5440.0,1.0,0.95,-0.1,2011,Transit,0
CoRoT-18 b,CoRoT-18,14.68,1.9000693,0.0295,1550.0,5440.0,1.0,0.95,-0.1,2011,Transit,1
CoRoT-18 b,CoRoT-18,12.845514,1.90009,0.0288,1487.0,5613.0,0.883,0.88,-0.0039,2011,Transit,0
CoRoT-18 b,CoRoT-18,15.04962078,1.90008624739,0.10086,1366.35,5440.0,0.934028,0.959,-0.0039,2011,Transit,0
CoRoT-18 b,CoRoT-18,14.022459,1.9000693,0.0286,1490.0,5440.0,0.924,0.861,-0.1,2011,Transit,0
CoRoT-19 b,CoRoT-19,2.3,3.897131,0.10086,797.0,6090.0,1.65,1.21,-0.02,2011,Transit,0
CoRoT-19 b,CoRoT-19,2.3,3.8971379,0.10086,797.0,6090.0,1.65,1.21,-0.02,2011,Transit,0
CoRoT-19 b,CoRoT-19,13.49322275,3.89712026062,0.10086,1470.09,6090.0,1.6395,0.959,-0.0039,2011,Transit,0
CoRoT-19 b,CoRoT-19,14.46,3.89713,0.0518,2000.0,6090.0,1.65,1.21,-0.02,2011,Transit,1
CoRoT-19 b,CoRoT-19,13.33871,3.89713,0.0512,1630.0,6090.0,1.576,1.181,-0.02,2011,Transit,0
CoRoT-19 b,CoRoT-19,14.45961,3.89713,0.05166,797.0,6090.0,1.65,1.21,-0.02,2011,Transit,0
CoRoT-2 b,CoRoT-2,16.42116,1.7429964,0.0281,797.0,5613.0,0.951815,0.959,-0.0039,2008,Transit,0
CoRoT-2 b,CoRoT-2,16.432,1.7429935,0.02798,797.0,5625.0,0.906,0.96,-0.0039,2008,Transit,1
CoRoT-2 b,CoRoT-2,2.3,1.74299673,0.10086,797.0,5529.0,0.937741,0.972,-0.04,2008,Transit,0
CoRoT-2 b,CoRoT-2,2.3,1.74299906,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2008,Transit,0
CoRoT-2 b,CoRoT-2,2.3,1.74299705,0.10086,797.0,5696.0,0.951815,0.959,0.03,2008,Transit,0
CoRoT-2 b,CoRoT-2,2.3,1.743,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2008,Transit,0
CoRoT-2 b,CoRoT-2,16.36514,1.7429935,0.02835,1521.0,5598.0,0.901,0.997,0.04,2008,Transit,0
CoRoT-2 b,CoRoT-2,16.47723,1.7429935,0.02854,1548.0,5696.0,0.907,1.018,0.03,2008,Transit,0
CoRoT-2 b,CoRoT-2,16.533275,1.74299609,0.10086,797.0,5575.0,0.951815,0.959,-0.04,2008,Transit,0
CoRoT-2 b,CoRoT-2,15.849526,1.7429975,0.10086,1535.0,5625.0,0.902,0.97,0.0,2008,Transit,0
CoRoT-2 b,CoRoT-2,2.3,1.742997,0.10086,797.0,5696.0,0.951815,0.959,0.03,2008,Transit,0
CoRoT-2 b,CoRoT-2,16.92270968,1.74301433466,0.10086,1409.55,5529.0,0.937741,0.959,-0.0039,2008,Transit,0
CoRoT-2 b,CoRoT-2,16.432394,1.74299673,0.0281,797.0,5625.0,0.902,0.97,0.0,2008,Transit,0
CoRoT-20 b,CoRoT-20,15.39650566,9.2432302936,0.10086,935.32,5880.0,1.29981,0.959,-0.0039,2011,Transit,0
CoRoT-20 b,CoRoT-20,11.209,9.24318,0.0891,1024.0,5613.0,1.16,1.1,-0.0039,2011,Transit,0
CoRoT-20 b,CoRoT-20,9.41556,9.24285,0.0901,797.0,5880.0,1.02,1.14,0.14,2011,Transit,0
CoRoT-20 b,CoRoT-20,13.00244,9.24285,0.0892,1100.0,5880.0,1.34,1.11,0.14,2011,Transit,0
CoRoT-20 b,CoRoT-20,2.3,9.24285,0.09,797.0,5613.0,0.951815,1.14,-0.0039,2011,Transit,1
CoRoT-20 b,CoRoT-20,9.42,9.24285,0.0902,1002.0,5880.0,1.02,1.14,0.14,2011,Transit,0
CoRoT-20 c,CoRoT-20,2.3,1675.0,2.9,797.0,5613.0,0.951815,1.14,-0.0039,2018,Radial Velocity,1
CoRoT-21 b,CoRoT-21,14.5717,2.72474,0.0416,797.0,6200.0,1.95,1.29,0.0,2012,Transit,0
CoRoT-21 b,CoRoT-21,14.5717,2.72474,0.0417,797.0,6200.0,1.95,1.29,0.0,2012,Transit,1
CoRoT-22 b,CoRoT-22,4.88,9.75598,0.092,885.0,5939.0,1.136,1.099,0.17,2014,Transit,1
CoRoT-23 b,CoRoT-23,11.77,3.6313,0.048,1660.0,5900.0,1.61,1.14,0.05,2011,Transit,1
CoRoT-23 b,CoRoT-23,11.76945,3.6313,0.0484,797.0,5900.0,1.61,1.14,0.05,2011,Transit,0
CoRoT-23 b,CoRoT-23,13.22662,3.6313,0.04809,1710.0,5900.0,1.74,1.122,0.05,2011,Transit,0
CoRoT-24 b,CoRoT-24,3.7,5.1134,0.056,1070.0,4950.0,0.86,0.91,0.3,2014,Transit,1
CoRoT-24 c,CoRoT-24,5.0,11.759,0.098,850.0,4950.0,0.86,0.91,0.3,2014,Transit,1
CoRoT-25 b,CoRoT-25,12.11,4.86069,0.0578,1330.0,6040.0,1.19,1.09,-0.01,2013,Transit,1
CoRoT-25 b,CoRoT-25,12.10572,4.86069,0.05789,797.0,6040.0,1.19,1.09,-0.01,2013,Transit,0
CoRoT-26 b,CoRoT-26,14.12334,4.20474,0.0525,797.0,5590.0,1.79,1.09,0.01,2013,Transit,0
CoRoT-26 b,CoRoT-26,14.12,4.20474,0.0526,1600.0,5590.0,1.79,1.09,0.01,2013,Transit,1
CoRoT-27 b,CoRoT-27,11.287,3.57532,0.0476,1500.0,5900.0,1.08,1.05,-0.1,2014,Transit,1
CoRoT-27 b,CoRoT-27,11.287463,3.57532,0.0467,797.0,5900.0,1.08,1.05,-0.1,2014,Transit,0
CoRoT-28 b,CoRoT-28,10.704595,5.20851,0.0603,797.0,5150.0,1.78,1.01,0.15,2015,Transit,1
CoRoT-28 b,CoRoT-28,10.704595,5.20851,0.059,797.0,5150.0,1.78,1.01,0.15,2015,Transit,0
CoRoT-29 b,CoRoT-29,10.0881,2.85057,0.039,797.0,5260.0,0.9,0.97,0.2,2015,Transit,0
CoRoT-29 b,CoRoT-29,10.0881,2.85057,0.0386,797.0,5260.0,0.9,0.97,0.2,2015,Transit,1
CoRoT-29 b,CoRoT-29,2.3,2.8505615,0.10086,797.0,5268.0,1.07719,0.9,-0.0039,2015,Transit,0
CoRoT-3 b,CoRoT-3,11.623733,4.2567994,0.05783,1695.0,6740.0,1.575,1.403,-0.02,2008,Transit,0
CoRoT-3 b,CoRoT-3,11.32109,4.2567994,0.0574,797.0,6740.0,1.56,1.37,-0.02,2008,Transit,0
CoRoT-3 b,CoRoT-3,2.3,10.3392924,0.10086,797.0,6558.0,1.44,1.41,0.14,2008,Transit,0
CoRoT-3 b,CoRoT-3,11.32,4.2568,0.10086,797.0,6740.0,1.56,1.37,-0.0039,2008,Transit,1
CoRoT-3 b,CoRoT-3,11.1350206,4.2567994,0.05694,797.0,5613.0,1.54,1.359,-0.0039,2008,Transit,0
CoRoT-30 b,CoRoT-30,11.309881,9.06005,0.0844,797.0,5650.0,0.91,0.98,0.02,2020,Transit,1
CoRoT-31 b,CoRoT-31,16.36514,4.62941,0.0586,797.0,5700.0,2.15,1.25,0.0,2020,Transit,1
CoRoT-32 b,CoRoT-32,6.38913,6.71837,0.071,938.0,5970.0,0.79,1.08,0.0,2018,Transit,1
CoRoT-32 b,CoRoT-32,2.3,6.7183678,0.10086,797.0,5970.0,0.79,1.08,0.0,2018,Transit,0
CoRoT-35 b,CoRoT-35,18.83108758,3.22748,0.0429,1747.0,6390.0,1.65,1.01,-0.5,2022,Transit,1
CoRoT-36 b,CoRoT-36,15.80466279,5.616531,0.066,1567.0,6730.0,1.52,1.32,-0.1,2022,Transit,1
CoRoT-4 b,CoRoT-4,13.34,9.20205,0.09,1074.0,6190.0,1.17,1.16,-0.0039,2008,Transit,1
CoRoT-4 b,CoRoT-4,13.00244,9.20205,0.0912,1058.0,6190.0,1.1475,1.194,0.05,2008,Transit,0
CoRoT-4 b,CoRoT-4,13.33871,9.20205,0.09025,797.0,6190.0,1.17,1.16,0.05,2008,Transit,0
CoRoT-4 b,CoRoT-4,13.43739593,9.20164964154,0.10086,963.83,6190.0,1.12271,0.959,-0.0039,2008,Transit,0
CoRoT-5 b,CoRoT-5,15.558,4.0378962,0.04947,1438.0,6100.0,1.186,1.0,-0.25,2009,Transit,1
CoRoT-5 b,CoRoT-5,14.078504,4.0379156,0.0495,1397.0,5613.0,1.115,0.99,-0.0039,2009,Transit,0
CoRoT-5 b,CoRoT-5,2.3,4.0379156,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2009,Transit,0
CoRoT-5 b,CoRoT-5,13.249038,4.0378962,0.05004,1348.0,6100.0,1.0516,1.025,-0.25,2009,Transit,0
CoRoT-5 b,CoRoT-5,15.558092,4.0378962,0.04963,797.0,6100.0,1.186,1.0,-0.25,2009,Transit,0
CoRoT-5 b,CoRoT-5,18.38267405,4.03790124331,0.10086,1350.57,6100.0,1.27299,0.959,-0.0039,2009,Transit,0
CoRoT-6 b,CoRoT-6,2.3,8.8866287,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2009,Transit,0
CoRoT-6 b,CoRoT-6,13.068,8.886593,0.0855,1017.0,6090.0,1.025,1.05,-0.2,2009,Transit,1
CoRoT-6 b,CoRoT-6,13.282665,8.886593,0.0855,1025.0,6090.0,1.043,1.054,-0.2,2009,Transit,0
CoRoT-6 b,CoRoT-6,13.069694,8.886593,0.0854,797.0,6090.0,1.025,1.05,-0.2,2009,Transit,0
CoRoT-7 b,CoRoT-7,2.3,0.853585,0.017,797.0,5256.0,0.864273,0.899,0.06,2009,Transit,0
CoRoT-7 b,CoRoT-7,1.860694,0.853585,0.0169,1910.0,5250.0,0.96,0.884,0.12,2009,Transit,0
CoRoT-7 b,CoRoT-7,1.68135,0.85359163,0.10086,797.0,5275.0,0.83,0.82,0.05,2009,Transit,1
CoRoT-7 b,CoRoT-7,2.3,0.85359165,0.017,797.0,5256.0,0.864273,0.899,0.06,2009,Transit,0
CoRoT-7 b,CoRoT-7,1.58,0.854,0.10086,797.0,5313.0,0.8389,0.884,0.03,2009,Transit,0
CoRoT-7 b,CoRoT-7,1.585,0.85359159,0.017016,1756.0,5259.0,0.82,0.913,0.138,2009,Transit,0
CoRoT-7 b,CoRoT-7,1.528,0.8535,0.10086,797.0,5250.0,0.951815,0.915,-0.0039,2009,Transit,0
CoRoT-7 b,CoRoT-7,1.68,0.853585,0.0172,797.0,5275.0,0.87,0.93,0.03,2009,Transit,0
CoRoT-7 c,CoRoT-7,2.3,3.698,0.046,797.0,5256.0,0.864273,0.899,0.06,2009,Radial Velocity,1
CoRoT-7 c,CoRoT-7,2.3,3.7,0.045,797.0,5256.0,0.864273,0.899,0.06,2009,Radial Velocity,0
CoRoT-7 c,CoRoT-7,2.3,3.697,0.10086,797.0,5250.0,0.951815,0.915,-0.0039,2009,Radial Velocity,0
CoRoT-7 d,CoRoT-7,2.3,8.966,0.10086,797.0,5250.0,0.951815,0.915,-0.0039,2022,Radial Velocity,1
CoRoT-8 b,CoRoT-8,6.39,6.21229,0.063,797.0,5080.0,0.77,0.88,0.3,2010,Transit,1
CoRoT-8 b,CoRoT-8,6.38913,6.212381,0.06339,797.0,5080.0,0.77,0.88,0.3,2010,Transit,0
CoRoT-8 b,CoRoT-8,6.938371,6.212445,0.0636,870.0,5613.0,0.802,0.89,-0.0039,2010,Transit,0
CoRoT-8 b,CoRoT-8,7.980808,6.21229,0.0633,922.0,5080.0,0.898,0.878,0.31,2010,Transit,0
CoRoT-9 b,CoRoT-9,11.948794,95.272656,0.4021,420.0,5625.0,0.96,0.96,-0.01,2009,Transit,1
CoRoT-9 b,CoRoT-9,11.948794,95.272656,0.4029,797.0,5625.0,0.96,0.96,-0.01,2009,Transit,0
CoRoT-9 b,CoRoT-9,11.77,95.2738,0.407,797.0,5625.0,0.94,0.99,-0.01,2009,Transit,0
CoRoT-9 b,CoRoT-9,2.3,95.272725,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2009,Transit,0
CoRoT-9 b,CoRoT-9,11.623733,95.2738,0.4027,413.0,5625.0,0.938,0.96,-0.01,2009,Transit,0
DE CVn b,DE CVn,2.3,4098.1,5.75,797.0,5613.0,0.951815,0.51,-0.0039,2018,Eclipse Timing Variations,1
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,2.3,246.36,0.36,797.0,5613.0,0.951815,0.075,-0.0039,2013,Astrometry,1
DH Tau b,DH Tau,2.3,10.3392924,330.0,797.0,5613.0,0.27,0.33,-0.0039,2004,Imaging,1
DH Tau b,DH Tau,30.2643,10.3392924,0.10086,2200.0,4371.0,1.36687,0.683,-0.0039,2004,Imaging,0
DMPP-1 b,DMPP-1,2.3,18.57,0.1462,877.0,6196.0,1.26,1.21,-0.0039,2019,Radial Velocity,1
DMPP-1 c,DMPP-1,2.3,6.584,0.0733,1239.0,6196.0,1.26,1.21,-0.0039,2019,Radial Velocity,1
DMPP-1 d,DMPP-1,2.3,2.882,0.0422,1632.0,6196.0,1.26,1.21,-0.0039,2019,Radial Velocity,1
DMPP-1 e,DMPP-1,2.3,5.516,0.0651,1314.0,6196.0,1.26,1.21,-0.0039,2019,Radial Velocity,1
DMPP-2 b,DMPP-2,2.3,5.2072,0.0664,1000.0,6500.0,1.78,1.44,-0.0039,2019,Radial Velocity,1
DMPP-3 A b,DMPP-3 A,2.3,6.6732,0.0662,854.0,5138.0,0.91,0.87,0.18,2019,Radial Velocity,1
DMPP-3 A b,DMPP-3 A,2.3,6.6736,0.0662,854.0,5613.0,0.951815,0.959,-0.0039,2019,Radial Velocity,0
DMPP-4 b,DMPP-4,2.3,3.4982,0.04853,797.0,6400.0,1.38,1.25,-0.007,2023,Radial Velocity,1
DP Leo b,DP Leo,2.3,8693.0,8.6,797.0,5613.0,0.951815,0.959,-0.0039,2009,Eclipse Timing Variations,0
DP Leo b,DP Leo,2.3,10220.0,8.19,797.0,5613.0,0.951815,0.69,-0.0039,2009,Eclipse Timing Variations,1
DS Tuc A b,DS Tuc A,5.63,8.1387,0.10086,797.0,5542.0,0.872,0.959,-0.08,2019,Transit,0
DS Tuc A b,DS Tuc A,5.7,8.138268,0.10086,850.0,5428.0,0.964,1.01,0.0,2019,Transit,1
DS Tuc A b,DS Tuc A,6.17576816,8.13822217724,0.10086,836.71,5414.0,0.951985,0.959,-0.0039,2019,Transit,0
EPIC 201170410.02,EPIC 201170410,1.047,6.7987,0.0349,797.0,3648.0,0.282,0.287,-0.048,2020,Transit,1
EPIC 201238110 b,EPIC 201238110,2.2,28.1696,0.10086,797.0,5613.0,0.374,0.959,-0.0039,2019,Transit,0
EPIC 201238110 b,EPIC 201238110,1.87,28.1656,0.10086,797.0,5613.0,0.951815,0.41,-0.0039,2019,Transit,1
EPIC 201427007 b,EPIC 201427007,1.5,0.72091,0.10086,797.0,5633.0,0.94,0.959,-0.053,2021,Transit,1
EPIC 201497682 b,EPIC 201497682,0.692,2.13174,0.10086,797.0,5613.0,0.951815,0.78,-0.0039,2019,Transit,1
EPIC 201595106 b,EPIC 201595106,1.565,0.87724,0.0177,2038.0,5679.0,0.98,0.958,0.01,2021,Transit,1
EPIC 201595106 b,EPIC 201595106,1.3,0.877214,0.10086,797.0,5820.0,0.93,0.959,-0.01,2021,Transit,0
EPIC 201595106 b,EPIC 201595106,1.40575209,0.877183,0.10086,797.0,5705.0,0.932487,0.959,-0.01,2021,Transit,0
EPIC 201595106 b,EPIC 201595106,1.2,0.87703,0.10086,1874.0,5711.17,0.990833,1.018,0.018,2021,Transit,0
EPIC 201615463 c,K2-166,1.22,3.80464,0.10086,797.0,5613.0,0.951815,1.073,-0.0039,2019,Transit,1
EPIC 201754305 d,K2-16,1.03,2.71578,0.10086,797.0,5613.0,0.951815,0.67,-0.0039,2019,Transit,1
EPIC 201757695.02,EPIC 201757695,0.90819,2.0478,0.0296,797.0,4520.0,0.655,0.727,-0.003,2020,Transit,1
EPIC 201833600 c,K2-50,1.48,3.96165,0.10086,797.0,5613.0,0.634,0.959,-0.0039,2019,Transit,0
EPIC 201833600 c,K2-50,1.0,3.96151,0.10086,797.0,5613.0,0.951815,0.611,-0.0039,2019,Transit,1
EPIC 201841433 b,EPIC 201841433,1.04,4.1698,0.035,797.0,5053.0,0.628461,0.802,0.0,2019,Transit,1
EPIC 201841433 b,EPIC 201841433,1.41,4.16888,0.10086,797.0,5613.0,0.628,0.959,-0.0039,2019,Transit,0
